hkrate	review
1	아버지 죽음의 전말도 다 알지 못한 채, 잡혀 살며 온갖 무시란 무시는 다 받고 살아 온 여주가 너무 불쌍했습니다. 그리고 사랑하는 딸을 위해서 어찌할 도리가 없던 아버지의 심정도 이해가 가서 더 슬펐습니다. 그리고 초반에 완전 쌩양아치인 줄 알았던 남주가 알고보니 엄청난 계락남이였던 게 클라이맥스쯤에 서서히 드러나 알게된 진실이 놀라웠고 놀란 만큼 너무 너무 멋있었습니다. 사생아인 주제에 자신의 자리를 넘볼까 두려워 자신의 이복동생을 때리며 협박하고, 남 앞에서 남주를 짐승처럼 대하던 형 꼬라지 보기 참 힘들었는데, 남주가 힘으로 찍어누르는 부분이 너무 멋있어서 답답함은 온데간데 없이 순간 남주에게 치였습니다..ㅎㅎ 남주를 너무 멋있게 묘사한 것과 전체적인 스토리가 너무 마음에 들었습니다. 계속해서 먹이던 고구마에 답답한 찰나 사이다를 부어버린 느낌이였습니다. ㅠㅠㅠ 형은 찍소리도 못하게 밟아 버리고 여주는 구해주는 것, 정말 뻔한 스토리지만 그걸 어떻게 풀어내고 묘사하느냐가 작가의 역량이라고 생각하는데요, 정말 더할나위 없었던 것 같았습니다. 정말 재밌게 읽었습니다. 돈도 하나도 아깝지 않았구요. 외전도 굳이 없어도 되겠다 싶게, 지금이 딱 깔끔하고 좋은 것 같아요. ㅎㅎ 작가님 작품들 많이 읽어봤는데 몇몇 작품들 빼고는 다 제 취향 저격이더라구요. 완전 반해버렸습니다. ㅋㅋㅋ 앞으로 신작내시면 꾸준하게 챙겨볼게요!
1	재밌어요~ 감정 묘사가 잘 되어서 눈물도 나고 그랬네요.여주의 고되고 비참한 상황이 잘 느껴졌어요.오랜 만에 괜찮은 현대물 읽었습니다.
0	아주 재미없는건 아닌데 그동안의 작가님 작품같지 않고 웬지 여기저기서 짜집기한 느낌이예요..  제목도 그럴고 설정도 어디선가 봤던느낌... 다음작품은 기대해도 될까요?
1	"그동안 폭망한책만 읽었더니 잼나네오 홍가네랑 설수성이 ""나쁜""이네요"
1	재밌게 봤어요. .
-1	책에서 이런느낌은 첨인데요 남주여주 케미가 없고 어색. . .
1	중간까지는 좋았는데 결말이 약간 아쉬워요
1	마지막이 좀 아쉬워요. 중반까진  몹시 재미있었어요.
1	재밌게 읽었지만 아쉬운 부분도 있어서 별하나 뺐습니다
0	잘봤어요~~~~~^^
1	이 작가님 책은 믿고봅니다 완독 노력중~
1	우선 읽고 다시 리뷰할게요.
1	잘읽었습니다~~~~
1	믿고보는 작가님 구매합니다
1	믿고 봅니다. 이번건. 그냥 안타깝고 안쓰러웠어요
1	한동안 작가님작품 안맞아서 망설였는데 그래도 한번 신작도전해보겠습니다!
1	재벌 소재 안 좋아하지만 작가님 믿고 구입해 읽었네요~쪼금 실망하기는해도 좋아라하는 작가님이라 좋았어요~
1	잘 읽었 습니다.작가님 화이팅 하세요
0	믿고 보는 아묻따 작가님이시죠 평소의 작가님과는 조금 다른 느낌의 작품이예요 전작에 비해 강한 임팩트는 부족한 느낌이네요, 다시 정독해봐야겠어요
1	작가님 신작이 많아서 좋았어요.
1	아직 읽기전이지만 작가님 믿고 읽을려고요. 읽고 다시 리뷰올릴께욤^^  ㅎㅎ 진심 작가님 넘넘 좋아요^^ 역쉬나 믿고보는 작가님이예요~ 정말루 재미있게 읽고갑니다~~ 민재랑 선영 해피엔딩이라 너무나 뿌듯뿌듯해요. 설수성 절대루 못된짓 못하게 해주세요~~
1	믿고보는 서혜은님!!  외전이 필요해서 하나 뺐어요
1	그냥저냥 볼만 했습니다.
-1	너무 재밌는 구성이였지만 정말 안 읽어져요. 세상에 세미네 같은 집안이 정말 있을까 싶고...아무리 여주가 주변에 아끼는걸 못 두게 나둔다고 하지만 친구 한명도 못 사귈 정도로 24/7시간이 컨트롤 당했을까? 너무 짜맞추기 식 결론으로 도달하는 필력이 아니였나 하네요.  과감히 재탕없이 딜레이트 입니다.
1	중간 회상이 길어서 지루할뻔 했는데 전체적으로 좋네요~~
1	작가님의 최신작은 오랫만에 읽엇어요.좀 더 신파가 강했으면 싶기도 하고...예상가능한 스토리여서 그랬는지 뭔가 아쉬움이 남아요.
1	갑질 관련 뉴스가 떠올랐어요..무난한 소설이였어요
1	4월달에 ‘고장난 우리의 결혼’ ‘합시다 결혼’ 그리고 ‘나쁜’을 구매했은데 의외로 ‘나쁜’이 별로 였던거 같아요.
1	오랜만에 신작 잘 읽었습니다.  역시나 명불허전
1	그냥 괜찮아요~볼만해요..^^
1	잘 봤습니다. 나쁜놈(?)들 정말 많으네요. 권선징악 좋았어요
1	나쁜..? 앞에 '안'이 빠진 것 같아요. 남주가 안나쁘던데요?  암튼 잘 읽었습니다.  밑에 리뷰처럼 무난한 것 같아요.
1	한권으로는 좀 짧다는 ..그래도 막힘없이 잘 읽었어요
1	작가님 다른책처럼 역시 술술 읽혀요~~
1	작가님 다른글처럼 무난하게 읽혀요
1	잘 보겠습니당          작가님 이름보고 구매했어요
1	가볍게 읽기 좋아요
1	작가님 책답게 술술 읽혀요.
1	꼬임없이 읽기좋아요~~
1	괜찮아요 살짝 지루한감이있지만
1	한번에 쭉 읽기좋아요
1	가볍게읽기 좋아요~
1	전 사연있는 내용 좋아요. 재미있게 읽었어요.
1	참신성에서는 떨어지지만 가독성, 밀도있는 구성은 만족스러웠어요. 잘 읽었습니다.
1	가볍게 후루룩 읽기 좋아요.
1	잘봤어요. 여주 상황이 너무 화가 났지만.... 끝은 해피엔딩이니~~
1	그냥  가볍게 읽기 좋네요.
1	한진구룹 갑질이 생각났어요. 여주 남주 어릴때부터 학대 당하고 받은대로 돌려주는 복수극 통쾌했습니다.
0	가볍게 잘 읽었어요!!
1	ㅋㅋㅋ 기대하며 보았어요
1	재미 있게  봤어요
1	오호~~초반 강렬했는데 ㅎㅎ 끝이 좀 급마무리된 느낌...그럼에도 이해갑니다요...여주 남주 둘다 넘 상처가..극복하고 행복하길~~~~로설이니까
1	믿고 보는 작가님꺼라 무조건 샀어요ㅎㅎ
1	읽을책 없다 없다 하면서 자꾸 결재하게 되네여. 제가 조아하는 서혜은작가 책이라 일단지릅니다. 읽은후 다시 후기남길게요
1	재미는 있는데 기억에 남지는 않네요.
1	민재와 선영의 아픈 사랑이지만 좋았네요.. 나쁜 넘들의 더 확실한 벌을 기대했는데 아쉽
1	저도 외전이 필요하다 생각함
1	한번에 쭉 읽힘 외전이 필요함
1	별점 이벤트 참여 합니다 믿고 보는 작가님입니다
1	재미있어요 한번에 쭉 읽어집니다
1	미리보기 보고 구매했는데 아직까진 괜찮음
1	미리보기보고 흠 망설였지만 후회없는 깊은이야기가 숨어있었네요 가볍지 않아요 알콩달콩 둘이 외전보구싶다
1	역시 서혜은 작가님! 그래도 좀더 긴 달달한 외전이 있으면 더 좋겠어요. 악조들의 처참한 이후의 모습도 더 나왔으면 하구요.
0	아묻따 작가님이라 리뷰도 보지않고 결제했어요. 상처있는 두남녀가 만나서 서로에게 안식처가 되었네요. 근데 마무리가 너무 급하게 끝난것같아 아쉬워요. 외전 주시려고 아쉽게 끝내신건가요?
1	괜찮아요 소설은 개취니
1	좋아하는 작가에요. 재미있게 잘 봤어요
-1	음 생각보다 별로에요. 별점들이 과장된듯. 좋아하는 작가임이지만 아쉽네요
1	작가님과미리보기보고일단구매했는데  재미있게잘봤어요
1	상처남녀 , 학대 .. 별로 좋아하지 않지만  작가님 믿고 구매했습니다. 선별점 남깁니다.
1	좋아하는 키워드, 취향저격~~!!
0	음... 저는 좀 식상하게 느껴졌어요.
1	재밌네요 너무 심각한 학대라 극복해 나가는 두 사람이 대견합니다
1	재미지게 잘 봤어요
1	재밌었어요. 잘 읽히는 것도 장점인듯 합니당
1	재밌게 읽었습니다 ~
1	읽은 거네요 서혜은님 소설은 중타는 하는듯 3점과 4점 사이 반올림 4점
1	잘보고 갑니다 ^^^
1	재미있게 잘 봤어요~~^^
1	재밌었어요~ 별점이벤트 도전합니다.
0	둘이 잘되서 너무 다행이에요ㅎ
1	잘 읽었습니다 ~ 작가님  달달한 외전주세요.
1	좋아하는 작가님이라 무조건구매했어요. 둘다 상처남,상처녀로 심하게 구르지만 결국해피엔딩.. 좀더 달달한 에필이있었음 좋겠지만 제욕심이고 딱 요정도로 담백한게 좋기도한거같아요. 읽는중간중간 마음에 와 닿는 표현들이 많아 형광펜 칠해가며 저장해두었어요. 시간이 지나서 또 꺼내보려구요.. 잘읽었습니다.~^^
0	딱 크게 임팩트는 없는데 나쁘진않아요
1	별점 이벤트 도전합니다
1	재미있었습니다 둘의 복수가 좀 더 강해도 될것 같았어요~ 둘이 의지하면서 달달한 뒷이야기가 더 있었으면 하고 바라게 되네요 재미있게 잘 읽었어요 ^^~♡
1	잘보고갑니다~~~~~
1	재미있게 읽었어요 ~~~
1	재미있게읽고 리뷰남기러 올게요
1	재미있게 읽었어요.
1	믿고  보는 작가라 구매했는데 역시 재밌네요
1	생각보다 재미있게 읽었어요~
1	생각보다 읽을만합니다
1	역시 믿고보는 작가님이예요! 재밌어요
0	"결말에 다가설수록 별내용이 없어요 ""이 둘은  행복하게 잘살았습니다"" 이런 마무리..."
1	오랜만에 재밌는 소설봤네요
0	별점이벤트에 도전합니다
0	그냥그냥 무난합니다.....
-1	여주 남주가 처한 상황을 너무 극적으로 몰고가서 읽는 내내 피로함을 느꼈네요
1	기대하고있어요....
1	그냥 쏘쏘 합니다~~
1	슬픈 이야기 싫어하는데 이 소설을 슬프기만하지 않고 먹먹한 기분을 느끼게 하네요 감정이입도 잘되서 더 먹먹했던 것 같아요 계속 생각나는 작품이고 여러번 보고 싶어요!
1	갑자기 주인공 성격이 확 바뀐듯?  괜찮았어요
1	음...요즘 로태기인지..잼있긴한데..^^;;;
1	전 재밌게봤어요^^
1	재미는 있는데 재탕은 안할듯.
1	대화가 별로없고 설명이 많아요 ㅠㅠ
1	재밌게 잘 보고갑니다~~
1	미리보기 보고 여주가 넘 답답이 같아 망설였는데 뒤가 더 좋네요. 잘봤어요
1	재미있게 잘 봤어요
1	재미있긴한데 기대보다는 ...
1	작가님 작품치곤 말투가 거친편이네요~ 스토리도 괜찮고 몰입도도 높은데 긴장감이 좀 부족하고 밋밋해요~ 씬도 제목과 달리 그다지 나쁘지 않고 착하게 느껴졌어요~ 또 두 쥔공들 주변의 악한 인물들에 대한 처벌이나 응징이 너무 두루뭉실하게만 나와서 후련하지가 않네요~ 어떻게 처절하게 밑바닥을 구르는지 정도의 코멘트는 있어야 하지 않았을까요?? 마무리가 아쉬워요~ 두 쥔공은 사랑의 아름답게 마무리 되었지만 신혼 뒷 얘기라던가. 뭐이런 외전이 나오면 좋겠네요~
1	기대만큼은 어니지만 좋아허는 작가님이라 열독 했습니다~
1	작 가님 신작 환영합니다!
1	서혜은님은 왕팬입니다 잘 읽었어요~
1	작가님 책은 믿고 구매합니다
1	믿고 구매합니다. 작가님.
1	둘다 상처가 있는 사람이라 더 정이 가네요. 잘읽었습니다.
1	작가님 자주 찾아오시고 이번에도 감사합니다.
1	역시 작가님 작품은 재미있어요~
1	전 작가님 작품 다좋아해서 일단 구매했어요.
0	반전의 묘미가 살짝 엉성한 것 같아요
1	믿고 보는 작가예요
1	민재만의 사랑법이 멋지네요
1	선별점 후리뷰 할께요
1	재이있게 읽었습니다
1	재미있게 잘 읽었어요.
1	재밌게 읽었어요~~~~~
0	재미는 있는데 밋밋해요
1	중간에 조금 늘어지긴 하지만  킬링타임용으로 읽기에는 괜찮아요
0	사실 딱 적당한 것은 3.5입니다.
1	진짜 나쁜 남자가 아니고 착한 남자네요
1	무난하게 볼만은 한데 또 볼지는 장담하기 힘든~~
1	필력이 있으시니 술술 읽히긴하는데 뭔가 큰 한방 없이 익숙하게 그냥 넘어가는 기분이에요
1	괜찮아요.항상 평타는 하시는 작가님이라,,, ^^
1	재미있게 잘 봤습니다
1	재미있게 잘 읽었습니다.
1	작가님 작품은 거의 다 제 스타일인지라~^^  재밌게 잘 봤습니다.
1	짧으면서  내용 늘어지지않고 좋아요. 남주가 멋지네요.
1	다음 작품이 기대됩니다
1	남주 멋있네요~~~~
0	너무 짧아요ᆢ 재미있게 읽었어요
1	무난하게 읽었습니다~
1	좋아하는 스탈이라 재밌게 봤어요
1	순식간에 읽었어요 잼나요
1	작가님  작품은 거의 다 읽은 듯 합니다..ㅋㅋ 건승하세요~~^^
1	믿고보는 아묻따 작가님~ 항상 중박이상은 하시네요!
1	신파는 좋았지만 2%부족한 느낌..그래도 제가 좋아하는 작가님이라 잼나게 읽었어요
1	좋아하는 작가님이라 기대됩니다
1	좋아하는 작가님이라 기대 되네요  다 보고와서 수정이요 전 다른 로설들이 다 이 작가님책 정도만 되어도 열번 망설일거 한번만 망설이고 살 수 있을것 같아요 방대한 자료조사와 치밀한 서사구조를 가진 대작도 좋지만 우리 이렇게 읽고나서 피로하지 않고 편하게 후루룩 읽을 수 있는 전형적인 로설도 필요하잖아요? 전 너무 재미있게 잘 읽었어요
1	역시 믿고보는 작가님
1	넘 재밌어여,, 재탕할꺼같아요ㅠㅠ!!!
0	작가님 네임만으론 부족한가봐요~ 읽은지 얼마안되는데  기억이 안나요..ㅎㅎ;;
-1	어제 읽었는데 오늘 리뷰 쓰려고 클릭하니 내용이 하나도 기억이 안 나네요 ㅋㅋ 그 정도로 내용에 존재감이 전혀 없습니다
0	저는 뭔가 좀 신파의 애절함이  부족한 느낌이었습니다.
0	뻔한 내용 빤한 전개할까요? 하지만 뭐 지루하지는 않았어요
0	볼만해요~외전주세요
0	신파 원래 좋아하는데... 이책은 좀... 지루했어요...
-1	기본적으로 구성력좋으신 분이나 광대한 사건에 비해 분량이 적으니 설명식으로 많이 나와 지루해요 장편이면 훨신 재미있었을듯
1	작가님글은 중박은 하는듯요
-1	이번껀 별로네요 ....
1	먼가 부족한듯~~~
1	짠내나는 남주 여주 앞으로는 꽃길만 걷길
1	이렇게 술술  풀릴일 이라니...먼가 부족해요
0	겉만 훑고 온 느낌일까나~~
0	생각보다 재미있지는 않네요
-1	별ㄹ루엿어요 ..스토리가 억지인듯
1	남주 멋져요. 서혜은 작가님 작품 넘 좋아요. 담 작품도 기다릴게요.
1	믿고 보는 작가님에 권선징악 코드 좋아요^^
1	주인공들이 감내해왔던 시간들에 비해 악조들이 너무 간단하게 정리된듯해서 살짝 아쉽긴하지만  나름 지루하지 않게 한번에 읽었어요
1	남주....좋아요....안 나빠요 별점이벤트 참여중입니다. 참고하세요~
0	무난한 진행, 결과가 예측되는 스토리라 좀 심심하네요.
1	남주 안나빠요~ 서혜은님만의 암울한 이야기 좋아요~^^(1+1 이벤트 참여했다 댓글을 이벤트페이지 안달고  이곳에 달아 포인트 못받았어요. 이벤트 참여할땐 댓글위치 잘 보세요~)
1	전 괜찮은대요~서혜은님 글은 평타이상입니다
1	가독성이 좋아요~~
1	전 재밌게 읽었어요~~~  두 주인공들이 너무힘들게 살아서 그게 짠했구요...생각보다 너무쉽게 해결되어서 그게 맥이 풀리긴한데 그래도 재미있었어요~~~
1	볼 만합니다 서로 짝사랑 신기하네요
1	잘봤어요.재밌네요~
0	음.. 10대들 인소 성인버젼 같은데 왜 이렇게 별점이 높나 의문스럽습니다. 작가님 문장력은 좀 괜찮은? 편인데 중간중간 스토리 맥락 끊기는 거며 인물설정이 참 뜬금포네요... 무지하게 유치합니다 하.... 겉멋든 표현이 많은데 심지어 멋지지도 않아요...스포가 될거같아 콕콕 집어 말하진 못하겟네요...
1	작가님 글은 항상 !! 취향저격이네요! 외전 부탁드려요!!!!
1	잘봤습니다 재밌었습니다
1	설민재가 지선영한테 가기까지 감당했던 것들을 생각하니 눈물이나네요 진짜 재밌었습니다
-1	같은 작가님이 맞는건지 의심스럽네요.
1	최근 간만에 재미있게 본 책입니다. 그래서 별 5개 팍팍 줍니다. 역시 서혜은 작가님은 사내연애도, 로코도 , 좀 무거운 얘기도, 신파 등등 잘 풀어갑니다. 이게 바로 필력이겠죠~~~예전처럼 가볍계 볼 수 있는 은혜서님이로도 한개 더 내주시면 좋겠어요~^^
1	재미있게 읽었어요 내용이  지루하지  않네요
1	외전~~~부탁드려요
1	재미있게 잘 읽을께요
1	잘 보다가 뚝 끊긴느낌... 중반까지가 딱 재밌었어요. 살짝 아쉽지만 흡입력은 있었던.  첨 여주상황이 너무 이해되고 공감갔지만 남주가 너어무백마탄 왕자님이라 밍밍했구요 ㅋㅋㅋㅋ 뭐 소설이니까.. 킬링타임으론 좋았어요
1	외전이 반드시 필요합니다~^^
1	처음전개보다 결말이 너무 쉽게 해결된것같기도 하고 주인공들이 힘든것에 비해서요
